1825
1825,,1,"V50052273319900 E8318V00
Kết tủa lạnh thể tích 50 ml",B+,"362,000 ₫",0 ₫,"17,000 ₫",31/01/2023 10:11,23/11/2024,Đã phát
1825,,2,"V50052273194200 E8318V00
Kết tủa lạnh thể tích 50 ml",B+,"362,000 ₫",0 ₫,"17,000 ₫",31/01/2023 10:11,01/11/2024,Đã phát
1825,,3,"V50052273192000 E8318V00
Kết tủa lạnh thể tích 50 ml",B+,"362,000 ₫",0 ₫,"17,000 ₫",31/01/2023 10:11,01/11/2024,Đã phát
1825,,4,"V50052372043400 E8318V00
Kết tủa lạnh thể tích 50 ml",B+,"362,000 ₫",0 ₫,"17,000 ₫",31/01/2023 10:11,08/12/2024,Đã phát
1825,,5,"V50052273320700 E8318V00
Kết tủa lạnh thể tích 50 ml",B+,"362,000 ₫",0 ₫,"17,000 ₫",31/01/2023 10:11,23/11/2024,Đã phát
1825,,6,"V50052273191500 E8318V00
Kết tủa lạnh thể tích 50 ml",B+,"362,000 ₫",0 ₫,"17,000 ₫",31/01/2023 10:11,27/10/2024,Đã phát
1825,,7,"V50052273319500 E8318V00
Kết tủa lạnh thể tích 50 ml",B+,"362,000 ₫",0 ₫,"17,000 ₫",31/01/2023 10:11,25/11/2024,Đã phát
1825,,8,"V50052273085500 E8318V00
Kết tủa lạnh thể tích 50 ml",B+,"362,000 ₫",0 ₫,"17,000 ₫",31/01/2023 10:11,11/10/2024,Đã phát
1825,,9,"V50052372088900 E8318V00
Kết tủa lạnh thể tích 50 ml",B+,"362,000 ₫",0 ₫,"17,000 ₫",31/01/2023 10:11,21/12/2024,Đã phát
1825,,10,"V50052273191300 E8318V00
Kết tủa lạnh thể tích 50 ml",B+,"362,000 ₫",0 ₫,"17,000 ₫",31/01/2023 10:11,31/10/2024,Đã phát
1825,,11,"V50052372045900 E8318V00
Kết tủa lạnh thể tích 50 ml",B+,"362,000 ₫",0 ₫,"17,000 ₫",31/01/2023 10:11,13/12/2024,Đã phát
1825,,,,,,,,,,
1825,,,,,,,,,,
1825,,,,,,,,,,
1825,,,,,,,,,,
1825,,,,,,,,,,
1825,,,,,,,,,,
1825,,,,,,,,,,
1825,,,,,,,,,,
1825,,,,,,,,,,
1825,,,,,,,,,,
1825,,,,,,,,,,
1825,,,,,,,,,,
1825,,,,,,,,,,
1825,,,,,,,,,,
1825,,,,,,,,,,
1825,,,,,,,,,,
1825,,,,,,,,,,
1825,,,,,,,,,,
1825,,,,,,,,,,
1825,,,,,,,,,,
1825,,,,,,,,,,
1825,,,,,,,,,,
1825,,,,,,,,,,
1825,,,,,,,,,,
1825,,,,,,,,,,
1825,,,,,,,,,,
1825,,,,,,,,,,
1825,,,,,,,,,,
1825,,,,,,,,,,
18255
18255,,1,"V50052300130500 E3103VB0
Túi Tiểu Cầu [40ml]",A+,"453,333 ₫","197,166 ₫",0 ₫,31/01/2023 10:13,04/02/2023,Đã phát
